2310015A10Rik	-1.7547427	-2.3772902	0.079303313	0.7289330467521196		
Uggt1	-1.7576703	-0.2352908	0.078803626	0.7263929907833624		
Tor3a	-1.7576703	-0.46292293	0.078803626	0.7263929907833624		
Rtn4	-1.7590364	-0.44448707	0.078571317	0.7252423759626928		
Gadd45a	-1.760793	-0.5048098	0.078273453	0.7235566847409058		
Gls	-1.7623543	-0.3443135	0.078009457	0.7218001650152203		
Dhcr24	-1.7633301	-0.48872787	0.077844828	0.7213029343625244		
Stx3	-1.7693803	-0.4278234	0.076830434	0.7153001355984446		
Map2k1	-1.770356	-0.5982178	0.076667835	0.7144297324995393		
Plcl2	-1.7746497	-0.47698438	0.075955732	0.7091866777388336		
Zc3hav1	-1.7764063	-0.39432505	0.075665977	0.7068194685124782		
Jpt1	-1.7767966	-0.16902335	0.075601709	0.7068194685124782		
Papss2	-1.7803096	-0.18076009	0.075025305	0.7028534807970057		
Ctsz	-1.7834322	-0.28889167	0.074515963	0.7007732532877133		
Nhsl3	-1.7875308	-0.45679125	0.073851743	0.6972147578276515		
Ugdh	-1.795923	-0.3619102	0.072506774	0.6884342126452251		
Ddx60	-1.8004118	-1.4858142	0.071795644	0.6834244827473192		
Ubald2	-1.8084136	-0.4162586	0.070542153	0.6737932297397932		
Rb1	-1.8089991	-0.6009113	0.070451143	0.6735432835543272		
Baiap2l1	-1.8154396	-0.31266922	0.06945638	0.6670136853013697		
Fam221a	-1.8244172	-0.77041614	0.068089014	0.6574413795394509		
Wasf2	-1.8445194	-0.25844052	0.065107478	0.6374848637081996		
Ywhab	-1.8449098	-0.17097838	0.065050668	0.637248359		
Skil	-1.8552536	-0.55103266	0.063560023	0.628005214		
Glrx	-1.8558391	-0.30513164	0.063476498	0.6277727927201089		
Arhgap12	-1.8677442	-0.5776671	0.061797728530556574	0.6164803661205317		
Cyp27a1	-1.86872	-1.5060849	0.061661769	0.6154822341495577		
Slc22a23	-1.8706717	-0.47337916	0.061390594	0.6140318036737531		
Mkrn1	-1.8773074	-0.28528327	0.060475974	0.6080000783000834		
mt-Rnr1	-1.8806252	-0.11397669	0.060022916092607015	0.604379352		
Nfil3	-1.8810155	-1.1924456	0.059969801	0.6041562679372015		
